Empty,Empty,Empty,MCA-104-NS,MCA-105-DK,MCA-101-NK,MCA-103-PR,MCA-102-SV
MCA-104-NS,MCA-101-NK,Empty,MCA-106-SP,MCA-105-DK,MCA-101-NK,MCA-105-DK,MCA-104-NS
Empty,MCA-102-SV,MCA-104-NS,Empty,MCA-105-DK,MCA-103-PR,Empty,MCA-105-DK
MCA-103-PR,MCA-103-PR,MCA-104-NS,MCA-102-SV,MCA-106-SP,MCA-106-SP,Empty,MCA-106-SP
Empty,MCA-102-SV,MCA-101-NK,MCA-103-PR,MCA-102-SV,Empty,Empty,MCA-101-NK
